pid,id,order,age,age_m,age_d,trial_index,trial_label,trial_start,center,aoi,x,fix_start,fix_end,duration,pupil,video,img,wav,trial,base_word,condition,frame
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,10
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,11
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,12
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,13
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,14
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,15
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,16
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,17
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,18
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,19
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,20
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,21
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,22
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,23
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,24
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,25
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,26
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,27
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,28
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,29
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,30
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,31
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,32
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,33
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,34
LVar126,126,8,33.5441478439425,33,17,2,Trial: 2,21472,720,right,895.9,10,528,520,1962,.,object3.png,voopin_naturalv.wav,1,voo,naturalv,35
