pid,id,order,age,age_m,age_d,trial_index,trial_label,trial_start,center,aoi,x,fix_start,fix_end,duration,pupil,video,img,wav,trial,base_word,condition,frame
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,10
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,11
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,12
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,13
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,14
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,15
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,16
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,17
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,18
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,19
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,20
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,21
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,22
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,23
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,24
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,25
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,26
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,27
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,28
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,29
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,30
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,31
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,32
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,33
LVar167,167,13,18.2997946611909,18,9,2,Trial: 2,23458,720,left,573.2,10,406,398,1338,.,object5.png,mobet_unnaturalv.wav,1,mob,unnaturalv,34
