frame,pupil
1,1110
2,1110
3,1110
4,1110
5,1110
6,1110
7,1110
8,1110
9,1110
10,1110
11,1110
12,1110
13,1110
14,1110
15,1110
16,1110
17,1110
18,1110
19,1110
20,1110
21,1110
22,1110
23,1110
24,1110
25,1110
26,1110
27,1110
28,1110
29,1110
30,1110
31,1110
32,1110
33,1110
34,1110
35,1110
36,1110
37,1110
38,1110
39,1110
40,1110
41,1110
42,1110
43,1110
44,1110
45,1110
46,1110
47,1110
48,1110
49,1110
50,1110
51,1110
52,1110
53,1110
54,1110
55,1110
56,1110
57,1110
58,1110
59,1110
60,1110
61,1110
62,1110
63,1110
64,1110
65,1110
66,1110
67,1110
68,1110
69,1110
70,1110
71,1110
72,1110
73,1110
74,1110
75,1110
76,1110
77,1110
78,1110
79,1110
80,1110
81,1110
82,1110
83,1110
84,1110
85,1110
86,1110
87,1110
88,1110
89,1110
90,1110
91,1110
92,1110
93,1110
94,1110
95,1110
96,1110
97,1110
98,1110
99,1110
100,1110
101,1110
102,1110
103,1110
104,1110
105,1110
106,1110
107,1110
108,1110
109,1110
110,1110
111,1110
112,1110
113,1110
114,1110
115,1110
116,1110
117,1110
118,1110
119,1110
120,1110
121,1110
122,1110
123,1110
124,1110
125,1110
126,1110
127,1110
128,1110
129,1110
130,1110
131,1110
132,1110
133,1110
134,1110
135,1110
136,1110
137,1110
138,1110
139,1110
140,1110
141,1110
142,1110
143,1110
144,1110
145,1110
146,1110
147,1110
148,1110
149,1110
150,1110
151,1110
152,1110
153,1110
154,1110
155,1110
156,1110
157,1110
158,1110
159,1110
160,1110
161,1110
162,1110
163,1110
164,1110
165,1110
166,1110
167,1110
168,1110
169,1110
170,1110
171,1110
172,1110
173,1110
174,1110
175,1110
176,1110
177,1110
178,1110
179,1110
180,1110
181,1110
182,1110
183,1110
184,1110
185,1110
186,1110
187,1110
188,1110
189,1110
190,1110
191,1110
192,1110
193,1110
194,1110
195,1110
196,1110
197,1110
198,1110
199,1110
200,1110
201,1110
202,1110
203,1110
204,1110
205,1110
206,1110
207,1110
208,1110
209,1110
210,1110
211,1110
212,1110
213,1110
214,1110
215,1110
216,1110
217,1110
218,1110
219,1110
220,1110
221,1110
222,1110
223,1110
224,1110
225,1110
226,1110
227,1110
228,1110
229,1110
230,1110
231,1110
232,1110
233,1110
234,1110
235,1110
236,1110
237,1110
238,1110
239,1110
240,1110
241,1110
242,1110
243,1110
244,1110
245,1110
246,1110
247,1110
248,1110
249,1110
250,1110
251,1110
252,1110
253,1110
254,1110
255,1110
256,1110
257,1110
258,1110
259,1110
260,1110
261,1110
262,1110
263,1110
264,1110
265,1110
266,1110
267,1110
268,1110
269,1110
270,1110
271,1110
272,1110
273,1110
274,1110
275,1110
276,1110
277,1110
278,1110
279,1110
280,1110
281,1110
282,1110
283,1110
284,1110
285,1110
286,1110
287,1110
288,1110
289,1110
290,1110
291,1110
292,1110
293,1110
294,1110
295,1110
296,1110
297,1110
298,1110
299,1110
300,1110
301,1110
302,1110
303,1110
304,1110
305,1110
306,1110
307,1110
308,1110
309,1110
310,1110
311,1110
312,1110
313,1110
314,1110
315,1110
316,1110
317,1110
318,1110
319,1110
320,1110
321,1110
322,1110
323,1110
324,1110
325,1110
326,1110
327,1110
328,1110
329,1110
330,1110
331,1110
332,1110
333,1110
334,1110
335,1110
336,1110
337,1110
338,1110
339,1110
340,1110
341,1110
342,1110
343,1110
344,1110
345,1110
346,1110
347,1110
348,1110
349,1110
350,1110
351,1110
352,1110
353,1110
354,1110
355,1110
356,1110
357,1110
358,1110
359,1110
360,1110
361,1110
362,1110
363,1110
364,1110
365,1110
366,1110
367,1110
368,1110
369,1110
370,1110
371,1110
372,1110
373,1110
374,1110
375,1110
376,1110
